category,service,translator_us_citizen,country,uom,src,translation_direction,target,vendor_rate,quantity,subtotal
Training,Training,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,35,,NULL
Training,Training,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,35,,NULL
Training,Training,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,35,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.12,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.12,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.12,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.12,,NULL
Editing,Editing,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.04,,NULL
Editing,Editing,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.04,,NULL
Editing,Editing,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.04,,NULL
Editing,Editing,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.04,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.12,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.096,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.072,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.036,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.024,,NULL
Editing,Editing,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.04,,NULL
Editing,Editing,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.03,,NULL
Training,Training,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,35,,NULL
Training,Training,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,35,,NULL
Training,Training,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,35,,NULL
Training,Training,NULL,United States,Hour,ENGLISH,To,RUSSIAN,41,,NULL
Training,Training,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,35,,NULL
Training,Training,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,35,,NULL
Training,Training,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,35,,NULL
Training,Training,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,35,,NULL
Training,Training,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,35,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,54.5,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,43.5,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,48,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,48,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,50,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,47,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,54.5,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,54.5,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,53.5,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,54.5,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,46,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,52,,NULL
Translation,Translation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,40,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,ENGLISH,To / From,RUSSIAN,48,,NULL
Translation,Translation,NULL,United States,Word,AZERBAIJANI,To / From,RUSSIAN,0.12,,NULL
Editing,Editing,NULL,United States,Word,AZERBAIJANI,To / From,RUSSIAN,0.04,,NULL
Editing,Editing,NULL,United States,Target wrd,ENGLISH,To / From,RUSSIAN,0.05,,NULL
Editing,Editing,NULL,United States,Target wrd,ENGLISH,To / From,RUSSIAN,0.04,,NULL
Editing,Editing,NULL,United States,Target wrd,ENGLISH,To / From,RUSSIAN,0.05,,NULL
Proofread,Proofread,NULL,United States,Target wrd,ENGLISH,To / From,RUSSIAN,0.03,,NULL
Proofread,Proofread,NULL,United States,Target wrd,ENGLISH,To / From,RUSSIAN,0.03,,NULL
Translation,Translation,NULL,United States,Target wrd,ENGLISH,To / From,RUSSIAN,0.12,,NULL
Translation,Translation,NULL,United States,Target wrd,ENGLISH,To / From,RUSSIAN,0.09,,NULL
Translation,Translation,NULL,United States,Target wrd,ENGLISH,To / From,RUSSIAN,0.1,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.11,,NULL
Editing,Editing,NULL,United States,Source wrd,ENGLISH,To / From,RUSSIAN,0.04,,NULL
Editing,Editing,NULL,United States,Source wrd,ENGLISH,To,JAPANESE,0.04,,NULL
Translation,Translation,NULL,United States,Word,ENGLISH,To / From,JAPANESE,0.12,,NULL
Editing,Editing,NULL,United States,Word,ENGLISH,To / From,JAPANESE,0.04,,NULL
Translation,Translation,NULL,Kenya,Word,ENGLISH,To / From,FRENCH,0.09,,NULL
Translation,Translation,NULL,Cameroon,Word,ENGLISH,To / From,FRENCH,0.13,,NULL
Overtime,Overtime,NULL,Cameroon,Hour,ENGLISH,To / From,FRENCH,70,,NULL
Telecon,Telecon,NULL,Cameroon,Hour,ENGLISH,To / From,FRENCH,85,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Kenya,Hour,ENGLISH,To / From,FRENCH,100,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Kenya,Hour,ENGLISH,To / From,FRENCH,100,,NULL
Translation,Translation,NULL,United States,Target wrd,ENGLISH,To,FRENCH,0.12,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,United States,Hour,ENGLISH,To / From,FRENCH,95,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To,FRENCH,0.14,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To,FRENCH,0.14,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To,FRENCH,0.07,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To,FRENCH,0.03,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Kenya,8-hr. day,ENGLISH,To / From,FRENCH,450,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,FRENCH,0.14,,NULL
Editing,Editing,NULL,United States,Source wrd,ENGLISH,To,FRENCH,0.04,,NULL
Editing,Editing,NULL,United States,Source wrd,ENGLISH,To,FRENCH,0.04,,NULL
Editing,Editing,NULL,United States,Target wrd,ENGLISH,To / From,FRENCH,0.03,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,Cameroon,8-hr. day,ENGLISH,To / From,FRENCH,525,,NULL
Dry/Test Run ,Dry/Test Run ,NULL,Cameroon,Day,ENGLISH,To / From,FRENCH,262.5,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Kenya,Day,ENGLISH,To / From,FRENCH,500,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,Cameroon,Half Day,ENGLISH,To / From,FRENCH,525,,NULL
Editing,Editing,NULL,United States,Target wrd,ENGLISH,To / From,ITALIAN,0.02,,NULL
Editing,Editing,NULL,United States,Target wrd,ENGLISH,To,ITALIAN,0.03,,NULL
Translation,Translation,NULL,United States,Target wrd,ENGLISH,To,ITALIAN,0.1,,NULL
Translation,Translation,NULL,United States,Target wrd,ENGLISH,To / From,ITALIAN,0.1,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,United States,Hour,ENGLISH,To / From,TURKISH,90,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,United States,Hour,ENGLISH,To / From,TURKISH,100,,NULL
Editing/Proofreading ,Editing/Proofreading ,NULL,United States,Word,ENGLISH,To / From,TURKISH,0.07,,NULL
Translation,Translation,NULL,United States,Word,ENGLISH,To / From,TURKISH,0.14,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,United States,8-hr. day,ENGLISH,To / From,TURKISH,720,,NULL
Translation,Translation,NULL,United States,Hour,ENGLISH,To / From,TURKISH,50,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,United States,8-hr. day,ENGLISH,To / From,TURKISH,720,,NULL
Video/Audio,Video/Audio,NULL,United States,Day,ENGLISH,To / From,TURKISH,800,,NULL
Translation,Translation,NULL,United States,English Word,ENGLISH,To / From,TURKISH,0.14,,NULL
Event Planner,Event Planner,NULL,Poland,Flat Fee,ENGLISH,To / From,POLISH,12756.88,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,POLISH,0.12,,NULL
Editing,Editing,NULL,United States,Source wrd,ENGLISH,To / From,POLISH,0.04,,NULL
Training,Training,NULL,Austria,Hour,ENGLISH,To / From,UKRAINIAN,35,,NULL
Training,Training,NULL,Austria,Hour,ENGLISH,To / From,UKRAINIAN,35,,NULL
Editing,Editing,NULL,Austria,Word,ENGLISH,To / From,UKRAINIAN,0.04,,NULL
Translation,Translation,NULL,Austria,Word,ENGLISH,To / From,UKRAINIAN,0.12,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,Ukraine,Hour,ENGLISH,To / From,UKRAINIAN,70,,NULL
Translation,Translation,NULL,Ukraine,Word,ENGLISH,To / From,UKRAINIAN,0.1,,NULL
Translation,Translation,NULL,Austria,Word,ENGLISH,To / From,UKRAINIAN,0.12,,NULL
Editing,Editing,NULL,Austria,Word,ENGLISH,To / From,UKRAINIAN,0.04,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,Austria,Hour,ENGLISH,To / From,UKRAINIAN,48,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Austria,Hour,ENGLISH,To / From,UKRAINIAN,54,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,Austria,Hour,ENGLISH,To / From,UKRAINIAN,48,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Austria,Hour,ENGLISH,To / From,UKRAINIAN,54,,NULL
Translation,Translation,NULL,United States,Target wrd,ENGLISH,To / From,UKRAINIAN,0.12,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Austria,8-hr. day,ENGLISH,To / From,UKRAINIAN,435,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,Austria,8-hr. day,ENGLISH,To / From,UKRAINIAN,384,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,Ukraine,8-hr. day,ENGLISH,To / From,UKRAINIAN,400,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,Ukraine,Half Day,ENGLISH,To / From,UKRAINIAN,200,,NULL
Simultaneous Interpretation,Simultaneous Interpretation,NULL,Ukraine,Half Day,ENGLISH,To / From,UKRAINIAN,200,,NULL
Editing,Editing,NULL,United States,Target wrd,ENGLISH,To / From,UKRAINIAN,0.04,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,United States,Half Day,ENGLISH,To / From,UZBEK,325,,NULL
Editing,Editing,NULL,United States,Source wrd,ENGLISH,To / From,UZBEK,0.05,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,United States,8-hr. day,ENGLISH,To / From,UZBEK,650,,NULL
Consecutive/Simultaneous Interpretation,Consecutive/Simultaneous Interpretation,NULL,United States,Hour,ENGLISH,To / From,UZBEK,80,,NULL
Translation,Translation,NULL,United States,Target wrd,ENGLISH,To / From,UZBEK,0.13,,NULL
Translation evaluation ,Translation evaluation ,NULL,United States,Flat Fee,ENGLISH,To / From,UZBEK,75,,NULL
Translation,Translation,NULL,United States,Source wrd,ENGLISH,To / From,UZBEK,0.14,,NULL
Translation,Translation,NULL,United States,10-hr. day,!KUNG,To / From,!KUNG,5000,,NULL
Translation,Translation,NULL,United States,10-hr. day,!KUNG,To / From,!KUNG,4250,,NULL
Editing,Editing,NULL,United States,Source wrd,ENGLISH,To / From,DARI,0.04,,NULL
Editing,Editing,NULL,United States,Source wrd,ENGLISH,To / From,FARSI,0.04,,NULL
Consecutive Interpretation,Consecutive Interpretation,NULL,United States,Hour,AMERICAN SIGN LANGUAGE,To / From,CHINESE SIMPLIFIED,30,,NULL
Translation,Translation,NULL,NULL,Source wrd,ENGLISH,To / From,PORTUGUESE (CONTINENTAL),0.11,,NULL
Editing,Editing,NULL,NULL,Hour,ENGLISH,To / From,PORTUGUESE (CONTINENTAL),40,,NULL
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,SPANISH,391.59,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,SPANISH,783.18,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,SPANISH,97.9,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,SPANISH,115.03,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,SPANISH,0.18,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,SPANISH,0.21,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,FRENCH,265,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,FRENCH,530,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,FRENCH,66.25,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,FRENCH,77.84,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,FRENCH,0.08,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,FRENCH,0.09,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,MONGOLIAN,470,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,MONGOLIAN,940,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,MONGOLIAN,117.5,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,MONGOLIAN,138.06,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,MONGOLIAN,0.12,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,MONGOLIAN,0.14,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,ARABIC,270,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,ARABIC,540,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,ARABIC,67.5,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,ARABIC,79.31,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,ARABIC,0.04,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,ARABIC,0.05,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,KOREAN,556.66,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,KOREAN,1113.32,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,KOREAN,139.17,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,KOREAN,163.52,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,KOREAN,0.24,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,KOREAN,0.28,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,UKRAINIAN,272.33,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,UKRAINIAN,544.67,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,UKRAINIAN,68.08,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,UKRAINIAN,80,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,UKRAINIAN,0.13,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,UKRAINIAN,0.15,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,SLOVAK,252.54,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,SLOVAK,505.08,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,SLOVAK,63.14,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,SLOVAK,74.18,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,SLOVAK,0.13,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,SLOVAK,0.15,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,CZECH,320.92,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,CZECH,641.84,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,CZECH,80.23,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,CZECH,94.27,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,CZECH,0.1,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,CZECH,0.12,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,TURKISH,393,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,TURKISH,786,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,TURKISH,98.25,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,TURKISH,115.44,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,TURKISH,0.1,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,TURKISH,0.12,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,PORTUGUESE,412.75,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,PORTUGUESE,825.5,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,PORTUGUESE,103.19,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,PORTUGUESE,121.25,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,PORTUGUESE,0.11,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,PORTUGUESE,0.13,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,POLISH,368.75,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,POLISH,737.5,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,POLISH,92.19,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,POLISH,108.32,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,POLISH,0.14,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,POLISH,0.16,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,ESTONIAN,362.5,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,ESTONIAN,725,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,ESTONIAN,90.63,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,ESTONIAN,106.48,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,ESTONIAN,0.14,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,ESTONIAN,0.16,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,NEPALI,212.5,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,NEPALI,425,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,NEPALI,53.13,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,NEPALI,62.42,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,NEPALI,0.11,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,NEPALI,0.13,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,LATVIAN,320.28,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,LATVIAN,640.56,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,LATVIAN,80.07,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,LATVIAN,94.08,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,LATVIAN,0.15,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,LATVIAN,0.18,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,LITHUANIAN,400,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,LITHUANIAN,800,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,LITHUANIAN,100,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,LITHUANIAN,117.5,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,LITHUANIAN,0.1,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,LITHUANIAN,0.12,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,VIETNAMESE,262,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,VIETNAMESE,524,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,VIETNAMESE,65.5,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,VIETNAMESE,76.96,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,VIETNAMESE,0.05,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,VIETNAMESE,0.06,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,RUSSIAN,300,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,RUSSIAN,600,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,RUSSIAN,75,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,RUSSIAN,88.13,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,RUSSIAN,0.11,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,RUSSIAN,0.13,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,UZBEK,275,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,UZBEK,550,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,UZBEK,68.75,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,UZBEK,80.78,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,UZBEK,0.16,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,UZBEK,0.19,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,AZERBAIJANI,150,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,AZERBAIJANI,300,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,AZERBAIJANI,37.5,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,AZERBAIJANI,44.06,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,AZERBAIJANI,0.08,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,AZERBAIJANI,0.09,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,HINDI,420,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,HINDI,840,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,HINDI,105,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,HINDI,123.38,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,HINDI,0.12,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,HINDI,0.14,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,HUNGARIAN,316,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,HUNGARIAN,632,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,HUNGARIAN,79,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,HUNGARIAN,92.83,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,HUNGARIAN,0.1,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,HUNGARIAN,0.12,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,ARMENIAN,250,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,ARMENIAN,500,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,ARMENIAN,62.5,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,ARMENIAN,73.44,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,ARMENIAN,0.15,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,ARMENIAN,0.18,,
Interpretation,Interpretation,NULL,NULL,Half Day,ENGLISH,To / From,ROMANIAN,300,,
Interpretation,Interpretation,NULL,NULL,Day,ENGLISH,To / From,ROMANIAN,600,,
Interpretation,Interpretation,NULL,NULL,Hour,ENGLISH,To / From,ROMANIAN,75,,
Interpretation,Interpretation,NULL,NULL,Overtime Hour,ENGLISH,To / From,ROMANIAN,88.13,,
Translation,Translation,NULL,NULL,Word,ENGLISH,To / From,ROMANIAN,0.12,,
Translation,Translation,NULL,NULL,Rush Rate (Word),ENGLISH,To / From,ROMANIAN,0.14,,
