category,service,translator_us_citizen,country,uom,src,translation_direction,target,vendor_rate,quantity,subtotal
Interpretation,Interpretation Other,0,UKRAINE,Hour,ENGLISH,To,UKRAINIAN,70,3,210
Interpretation,Interpretation Other,0,UKRAINE,Each,ENGLISH,To,UKRAINIAN,30,1,30
Interpretation,Interpretation Other,0,COLOMBIA,4-hr Half Day,ENGLISH,To,SPANISH,350,0,0
Interpretation,Interpretation Other,NULL,MONGOLIA,Day,MONGOLIAN,To,ENGLISH,10,3,30
Interpretation,Interpretation Other,0,UKRAINE,Each,ENGLISH,To,UKRAINIAN,30,1,30
Interpretation,Interpretation Other,0,"MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF",Day,ENGLISH,To,ALBANIAN,620,2,1240
Interpretation,Interpretation Other,NULL,MALAYSIA,4-hr Half Day,ENGLISH,To,MALAY,300,2,600
Interpretation,Interpretation Other,0,UKRAINE,Hour,ENGLISH,To,UKRAINIAN,70,7.1,497
Interpretation,Interpretation Other,0,UKRAINE,Each,ENGLISH,To,UKRAINIAN,30,1,30
Interpretation,Interpretation Other,NULL,TAJIKISTAN,Day,RUSSIAN,To,ENGLISH,880,1,880
Interpretation,Interpretation Other,0,UKRAINE,Each,ENGLISH,To,UKRAINIAN,30,1,30
Interpretation,Interpretation Other,0,UKRAINE,Each,ENGLISH,To,UKRAINIAN,30,1,30
Interpretation,Interpretation Other,NULL,UNITED STATES,Hour,ENGLISH,To,UZBEK,75,0,0
Interpretation,Interpretation Other,0,UKRAINE,Hour,ENGLISH,To,UKRAINIAN,70,3.25,227.5
Interpretation,Interpretation Other,0,UKRAINE,Hour,ENGLISH,To,UKRAINIAN,70,10.75,752.5
Interpretation,Interpretation Other,0,UKRAINE,Each,ENGLISH,To,UKRAINIAN,30,1,30
Interpretation,Interpretation Other,0,SRI LANKA,Hour,ENGLISH,To,BANGLADESHI,32,4,128
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Package ,RUSSIAN,To,ENGLISH,6074.17,1,6074.17
Interpretation,Consecutive Interpretation,NULL,MONGOLIA,Day,ENGLISH,To,MONGOLIAN,660,1,660
Interpretation,Consecutive Interpretation,NULL,BRAZIL,8-Hr Day,ENGLISH,To,PORTUGUESE,785,6,4710
Interpretation,Consecutive Interpretation,NULL,KYRGYZSTAN,Half Day,ENGLISH,To,RUSSIAN,300,1,300
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Each,ENGLISH,To,RUSSIAN,550,5,2750
Interpretation,Consecutive Interpretation,NULL,KYRGYZSTAN,Day,ENGLISH,To,RUSSIAN,400,2,800
Interpretation,Consecutive Interpretation,NULL,DOMINICAN REPUBLIC,Day,ENGLISH,To,SPANISH,830,2,1660
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Each,ENGLISH,To,RUSSIAN,700,5,3500
Interpretation,Consecutive Interpretation,NULL,ARMENIA,Day,ENGLISH,To,ARMENIAN,500,3,1500
Interpretation,Consecutive Interpretation,NULL,NULL,Minimum Fee,SPANISH,To,ENGLISH,183,2,366
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Each,ARABIC,To,ENGLISH,625,5,3125
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,SPANISH,To,ENGLISH,165,1,165
Interpretation,Consecutive Interpretation,0,ZAMBIA,Hour,ENGLISH,To,FRENCH,152.25,4,609
Interpretation,Consecutive Interpretation,0,UNITED STATES,Package ,ARABIC,To,ENGLISH,290.71,1,290.71
Interpretation,Consecutive Interpretation,NULL,NULL,Hour,ENGLISH,To,PORTUGUESE,144,2,288
Interpretation,Consecutive Interpretation,NULL,THAILAND,Day,ENGLISH,To,THAI,189,3,567
Interpretation,Consecutive Interpretation,NULL,AUSTRIA,4-hr Half Day,ENGLISH,To,UKRAINIAN,200,1,200
Interpretation,Consecutive Interpretation,NULL,MONGOLIA,Hour,MONGOLIAN,To,ENGLISH,120,3,360
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,110,1.5,165
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Day,ENGLISH,To,UKRAINIAN,900,5,4500
Interpretation,Consecutive Interpretation,NULL,THAILAND,Day,THAI,To,ENGLISH,183,2,366
Interpretation,Consecutive Interpretation,NULL,MONGOLIA,Day,ENGLISH,To,MONGOLIAN,1320,1,1320
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Day,ARABIC,To,ENGLISH,625,1,625
Interpretation,Consecutive Interpretation,1,UZBEKISTAN,8-Hr Day,ENGLISH,To,RUSSIAN,500,5,2500
Interpretation,Consecutive Interpretation,NULL,ROMANIA,Hour,ENGLISH,To,ROMANIAN,113,2,226
Interpretation,Consecutive Interpretation,NULL,COLOMBIA,Hour,ENGLISH,To,SPANISH,104.75,2,209.5
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Day,ENGLISH,To,SPANISH,700,13,9100
Interpretation,Consecutive Interpretation,NULL,HUNGARY,Day,ENGLISH,To,HUNGARIAN,620,1,620
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Hour,ENGLISH,To,RUSSIAN,700,1,700
Interpretation,Consecutive Interpretation,0,UNITED STATES,Hour,SPANISH,To,ENGLISH,198,2,396
Interpretation,Consecutive Interpretation,0,UNITED STATES,Minimum Fee,TURKISH,To,ENGLISH,146,2,292
Interpretation,Consecutive Interpretation,0,AZERBAIJAN,8-Hr Day,ENGLISH,To,AZERBAIJANI,250,5,1250
Interpretation,Consecutive Interpretation,NULL,KAZAKHSTAN,Half Day,ENGLISH,To,RUSSIAN,200,2,400
Interpretation,Consecutive Interpretation,NULL,COLOMBIA,Hour,ENGLISH,To,SPANISH,104.75,2,209.5
Interpretation,Consecutive Interpretation,1,NULL,Hour,ENGLISH,To,PORTUGUESE,104.75,2,209.5
Interpretation,Consecutive Interpretation,NULL,CHILE,Day,ENGLISH,To,SPANISH,1060,2,2120
Interpretation,Consecutive Interpretation,NULL,KAZAKHSTAN,Day,ENGLISH,To,RUSSIAN,735,1,735
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,110,1.5,165
Interpretation,Consecutive Interpretation,NULL,KYRGYZSTAN,Day,ENGLISH,To,RUSSIAN,280,1,280
Interpretation,Consecutive Interpretation,NULL,KAZAKHSTAN,Package ,RUSSIAN,To,ENGLISH,8512.44,1,8512.44
Interpretation,Consecutive Interpretation,0,"MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF",Day,ENGLISH,To,ALBANIAN,620,8,4960
Interpretation,Consecutive Interpretation,NULL,HUNGARY,Day,HUNGARIAN,To,ENGLISH,680,1,680
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Each,ARABIC,To,ENGLISH,625,1,625
Interpretation,Consecutive Interpretation,0,KAZAKHSTAN,Day,RUSSIAN,To,ENGLISH,600,5,3000
Interpretation,Consecutive Interpretation,1,UZBEKISTAN,8-Hr Day,ENGLISH,To,RUSSIAN,500,5,2500
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Hour,ENGLISH,To,SPANISH,165,1,165
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Package ,ENGLISH,To,RUSSIAN,5110.56,1,5110.56
Interpretation,Consecutive Interpretation,NULL,ROMANIA,Hour,ENGLISH,To,ROMANIAN,113,2,226
Interpretation,Consecutive Interpretation,NULL,KYRGYZSTAN,Day,RUSSIAN,To,ENGLISH,400,1,400
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,110,1.5,165
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Day,ENGLISH,To,SPANISH,1030,1,1030
Interpretation,Consecutive Interpretation,1,UZBEKISTAN,Day,RUSSIAN,To,ENGLISH,12870.3,1,12870.3
Interpretation,Consecutive Interpretation,NULL,NULL,Day,ENGLISH,To,KOREAN,1630,3,4890
Interpretation,Consecutive Interpretation,NULL,KAZAKHSTAN,Day,ENGLISH,To,RUSSIAN,665,14,9310
Interpretation,Consecutive Interpretation,1,NULL,Hour,ENGLISH,To,FRENCH,NULL,NULL,NULL
Interpretation,Consecutive Interpretation,NULL,KAZAKHSTAN,Day,ENGLISH,To,RUSSIAN,400,10,4000
Interpretation,Consecutive Interpretation,NULL,SENEGAL,Hour,ENGLISH,To,FRENCH,147,20,2940
Interpretation,Consecutive Interpretation,NULL,CROATIA,4-hr Half Day,ENGLISH,To,CROATIAN,340,1,340
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,8-Hr Day,ARABIC,To,ENGLISH,600,4,2400
Interpretation,Consecutive Interpretation,0,SAUDI ARABIA,Package ,ARABIC,To,ENGLISH,2796.87,1,2796.87
Interpretation,Consecutive Interpretation,1,UZBEKISTAN,4-hr Half Day,ENGLISH,To,RUSSIAN,250,1,250
Interpretation,Consecutive Interpretation,NULL,AUSTRIA,4-hr Half Day,ENGLISH,To,UKRAINIAN,200,1,200
Interpretation,Consecutive Interpretation,NULL,KYRGYZSTAN,Day,ENGLISH,To,RUSSIAN,400,1,400
Interpretation,Consecutive Interpretation,0,UNITED STATES,Day,DANISH,To,ENGLISH,276,1,276
Interpretation,Consecutive Interpretation,0,"KOREA, SOUTH",Day,ENGLISH,To,KOREAN,1580,5,7900
Interpretation,Consecutive Interpretation,NULL,SOUTH AFRICA,8-Hr Day,ENGLISH,To,FRENCH,880,1,880
Interpretation,Consecutive Interpretation,NULL,AUSTRIA,8-Hr Day,ENGLISH,To,UKRAINIAN,400,4,1600
Interpretation,Consecutive Interpretation,NULL,MEXICO,Day,ENGLISH,To,SPANISH,160.18,2,320.36
Interpretation,Consecutive Interpretation,NULL,TAIWAN,Hour,ENGLISH,To,TAIWANESE,201,2,402
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,8-Hr Day,ENGLISH,To,ARABIC,625,5,3125
Interpretation,Consecutive Interpretation,NULL,SLOVAKIA,Day,ENGLISH,To,SLOVAK,690,5,3450
Interpretation,Consecutive Interpretation,NULL,KYRGYZSTAN,Day,ENGLISH,To,RUSSIAN,400,1,400
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Package ,RUSSIAN,To,ENGLISH,6106.67,1,6106.67
Interpretation,Consecutive Interpretation,0,"MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF",Day,ENGLISH,To,MACEDONIAN,620,8,4960
Interpretation,Consecutive Interpretation,0,KAZAKHSTAN,Package ,RUSSIAN,To,ENGLISH,19429.76,1,19429.76
Interpretation,Consecutive Interpretation,NULL,CHILE,Each,ENGLISH,To,SPANISH,1060,1,1060
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,110,1.5,165
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,SPANISH,To,ENGLISH,165,1,165
Interpretation,Consecutive Interpretation,NULL,LATVIA,8-Hr Day,ENGLISH,To,LATVIAN,915,4,3660
Interpretation,Consecutive Interpretation,NULL,KAZAKHSTAN,Half Day,ENGLISH,To,RUSSIAN,300,1,300
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,110,1.5,165
Interpretation,Consecutive Interpretation,NULL,PERU,Day,ENGLISH,To,SPANISH,1090,1,1090
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Day,ENGLISH,To,ARABIC,625,2,1250
Interpretation,Consecutive Interpretation,NULL,KYRGYZSTAN,Day,ENGLISH,To,RUSSIAN,400,2,800
Interpretation,Consecutive Interpretation,NULL,SAUDI ARABIA,8-Hr Day,ENGLISH,To,ARABIC,NULL,NULL,NULL
Interpretation,Consecutive Interpretation,NULL,KYRGYZSTAN,Day,ENGLISH,To,RUSSIAN,400,3,1200
Interpretation,Consecutive Interpretation,NULL,PORTUGAL,Day,ENGLISH,To,PORTUGUESE,1210,1,1210
Interpretation,Consecutive Interpretation,0,UNITED STATES,NULL,ARABIC,To,ENGLISH,600,5,3000
Interpretation,Consecutive Interpretation,NULL,THAILAND,Day,THAI,To,ENGLISH,183,1,183
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Day,ENGLISH,To,ARABIC,625,5,3125
Interpretation,Consecutive Interpretation,NULL,ROMANIA,Half Day,ROMANIAN,To,ENGLISH,340,1,340
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Package ,ENGLISH,To,RUSSIAN,5650.7,1,5650.7
Interpretation,Consecutive Interpretation,0,UNITED STATES,Hour,RUSSIAN,To,ENGLISH,183,2,366
Interpretation,Consecutive Interpretation,NULL,HUNGARY,Day,ENGLISH,To,HUNGARIAN,660,2,1320
Interpretation,Consecutive Interpretation,NULL,KYRGYZSTAN,Day,ENGLISH,To,RUSSIAN,250,1,250
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,165,1,165
Interpretation,Consecutive Interpretation,NULL,NULL,Day,ENGLISH,To,FRENCH,905,5,4525
Interpretation,Consecutive Interpretation,1,URUGUAY,NULL,SPANISH,To,ENGLISH,1030,2,2060
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,SPANISH,To,ENGLISH,165,1,165
Interpretation,Consecutive Interpretation,NULL,NULL,Hour,ENGLISH,To,SPANISH,174,2,348
Interpretation,Consecutive Interpretation,NULL,MEXICO,Day,SPANISH,To,ENGLISH,1040,3,3120
Interpretation,Consecutive Interpretation,0,SAUDI ARABIA,Package ,ARABIC,To,ENGLISH,2974.34,1,2974.34
Interpretation,Consecutive Interpretation,NULL,TUNISIA,Day,ENGLISH,To,ARABIC,680,2,1360
Interpretation,Consecutive Interpretation,NULL,CHILE,Each,ENGLISH,To,SPANISH,1060,1,1060
Interpretation,Consecutive Interpretation,NULL,ROMANIA,Hour,ENGLISH,To,ROMANIAN,113,2,226
Interpretation,Consecutive Interpretation,NULL,MONGOLIA,Hour,MONGOLIAN,To,ENGLISH,120,39.5,4740
Interpretation,Consecutive Interpretation,0,KAZAKHSTAN,Day,RUSSIAN,To,ENGLISH,500,5,2500
Interpretation,Consecutive Interpretation,1,UNITED STATES,Day,ARABIC,To,ENGLISH,600,5,3000
Interpretation,Consecutive Interpretation,0,TURKEY,Day,TURKISH,To,ENGLISH,635,10,6350
Interpretation,Consecutive Interpretation,0,KAZAKHSTAN,8-Hr Day,RUSSIAN,To,ENGLISH,250,8,2000
Interpretation,Consecutive Interpretation,0,SAUDI ARABIA,Package ,ARABIC,To,ENGLISH,5279.3,1,5279.3
Interpretation,Consecutive Interpretation,0,SAUDI ARABIA,Package ,ARABIC,To,ENGLISH,NULL,NULL,0
Interpretation,Consecutive Interpretation,0,HONDURAS,NULL,SPANISH,To,ENGLISH,805,7,5635
Interpretation,Consecutive Interpretation,NULL,TUNISIA,Day,ENGLISH,To,ARABIC,680,3,2040
Interpretation,Consecutive Interpretation,NULL,KAZAKHSTAN,Package ,ENGLISH,To,RUSSIAN,10895.25,1,10895.25
Interpretation,Consecutive Interpretation,NULL,SENEGAL,Hour,ENGLISH,To,FRENCH,152.25,2,304.5
Interpretation,Consecutive Interpretation,NULL,CROATIA,4-hr Half Day,ENGLISH,To,CROATIAN,340,1,340
Interpretation,Consecutive Interpretation,NULL,UZBEKISTAN,8-Hr Day,UZBEK,To,ENGLISH,500,4,2000
Interpretation,Consecutive Interpretation,NULL,HONDURAS,Day,ENGLISH,To,SPANISH,805,1,805
Interpretation,Consecutive Interpretation,NULL,AUSTRIA,4-hr Half Day,ENGLISH,To,UKRAINIAN,200,1,200
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,110,1.5,165
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,SPANISH,To,ENGLISH,330,1,330
Interpretation,Consecutive Interpretation,NULL,HONDURAS,Day,ENGLISH,To,SPANISH,805,2,1610
Interpretation,Consecutive Interpretation,NULL,PORTUGAL,Day,ENGLISH,To,PORTUGUESE,1210,1,1210
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Hour,ENGLISH,To,SPANISH,165,1,165
Interpretation,Consecutive Interpretation,0,KAZAKHSTAN,Day,RUSSIAN,To,ENGLISH,500,5,2500
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Package ,ENGLISH,To,ARABIC,381.21,1,381.21
Interpretation,Consecutive Interpretation,0,TUNISIA,Each,ENGLISH,To,FRENCH,415,1,415
Interpretation,Consecutive Interpretation,NULL,CHILE,Hour,ENGLISH,To,SPANISH,179,2,358
Interpretation,Consecutive Interpretation,NULL,MONGOLIA,Hour,MONGOLIAN,To,ENGLISH,120,3,360
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Day,ENGLISH,To,SPANISH,700,5,3500
Interpretation,Consecutive Interpretation,NULL,VIETNAM,Day,ENGLISH,To,VIETNAMESE,411,1,411
Interpretation,Consecutive Interpretation,NULL,DOMINICAN REPUBLIC,Day,ENGLISH,To,SPANISH,830,3,2490
Interpretation,Consecutive Interpretation,0,SAUDI ARABIA,Package ,ARABIC,To,ENGLISH,7851.61,1,7851.61
Interpretation,Consecutive Interpretation,NULL,PORTUGAL,Day,ENGLISH,To,PORTUGUESE,1210,1,1210
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Package ,ENGLISH,To,RUSSIAN,9222.11,1,9222.11
Interpretation,Consecutive Interpretation,0,KAZAKHSTAN,Day,RUSSIAN,To,ENGLISH,100,1,100
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,NULL,ENGLISH,To,SPANISH,165,1,165
Interpretation,Consecutive Interpretation,0,AZERBAIJAN,Day,ENGLISH,To,AZERBAIJANI,457,8,3656
Interpretation,Consecutive Interpretation,NULL,AUSTRIA,Day,ENGLISH,To,RUSSIAN,665,3,1995
Interpretation,Consecutive Interpretation,NULL,ETHIOPIA,Day,ENGLISH,To,FRENCH,905,5,4525
Interpretation,Consecutive Interpretation,NULL,VIETNAM,Hour,ENGLISH,To,VIETNAMESE,58.5,3,175.5
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,NULL,ENGLISH,To,SPANISH,110,1,110
Interpretation,Consecutive Interpretation,NULL,NULL,Day,ENGLISH,To,SPANISH,NULL,NULL,NULL
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Hour,ENGLISH,To,SPANISH,140,11,1540
Interpretation,Consecutive Interpretation,NULL,CROATIA,Hour,ENGLISH,To,CROATIAN,110,3,330
Interpretation,Consecutive Interpretation,NULL,MONGOLIA,Hour,ENGLISH,To,MONGOLIAN,147,21,3087
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Hour,ENGLISH,To,SPANISH,183,2,366
Interpretation,Consecutive Interpretation,NULL,ROMANIA,Day,ROMANIAN,To,ENGLISH,700,3,2100
Interpretation,Consecutive Interpretation,NULL,NULL,NULL,ENGLISH,To,SPANISH,NULL,NULL,0
Interpretation,Consecutive Interpretation,0,SAUDI ARABIA,Package ,ARABIC,To,ENGLISH,1871.59,1,1871.59
Interpretation,Consecutive Interpretation,1,AZERBAIJAN,NULL,ENGLISH,To,AZERBAIJANI,650,2,1300
Interpretation,Consecutive Interpretation,NULL,HUNGARY,Day,ROMANIAN,To,ENGLISH,680,1,680
Interpretation,Consecutive Interpretation,0,UZBEKISTAN,Package ,ENGLISH,To,RUSSIAN,8419.28,1,8419.28
Interpretation,Consecutive Interpretation,NULL,NULL,Person,ENGLISH,To,PORTUGUESE,460,1,460
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Each,ARABIC,To,ENGLISH,625,3,1875
Interpretation,Consecutive Interpretation,NULL,CROATIA,Day,ENGLISH,To,CROATIAN,660,3,1980
Interpretation,Consecutive Interpretation,NULL,NULL,Hour,SPANISH,To,ENGLISH,189,2,378
Interpretation,Consecutive Interpretation,NULL,HUNGARY,Half Day,ROMANIAN,To,ENGLISH,340,1,340
Interpretation,Consecutive Interpretation,1,UZBEKISTAN,4-hr Half Day,ENGLISH,To,RUSSIAN,250,1,250
Interpretation,Consecutive Interpretation,NULL,NULL,NULL,ENGLISH,To,SPANISH,NULL,NULL,0
Interpretation,Consecutive Interpretation,NULL,CHILE,Hour,ENGLISH,To,SPANISH,169,3,507
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,165,1,165
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,SPANISH,To,ENGLISH,165,1,165
Interpretation,Consecutive Interpretation,NULL,ROMANIA,Day,ENGLISH,To,ROMANIAN,680,1,680
Interpretation,Consecutive Interpretation,NULL,MONGOLIA,Hour,MONGOLIAN,To,ENGLISH,120,39.5,4740
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Package ,ENGLISH,To,ARABIC,2037.81,1,2037.81
Interpretation,Consecutive Interpretation,NULL,KYRGYZSTAN,Day,ENGLISH,To,KYRGYZ,400,2,800
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Package ,RUSSIAN,To,ENGLISH,5759.59,1,5759.59
Interpretation,Consecutive Interpretation,NULL,NULL,Day,ENGLISH,To,FRENCH,NULL,NULL,NULL
Interpretation,Consecutive Interpretation,0,SAUDI ARABIA,Package ,ARABIC,To,ENGLISH,1079.07,1,1079.07
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Each,ENGLISH,To,UZBEK,600,20,12000
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Day,ENGLISH,To,SPANISH,700,14,9800
Interpretation,Consecutive Interpretation,NULL,CHILE,Each,ENGLISH,To,SPANISH,1060,1,1060
Interpretation,Consecutive Interpretation,NULL,THAILAND,Hour,THAI,To,ENGLISH,51.5,2,103
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,ENGLISH,To,SPANISH,110,1.5,165
Interpretation,Consecutive Interpretation,NULL,KYRGYZSTAN,Half Day,ENGLISH,To,RUSSIAN,300,1,300
Interpretation,Consecutive Interpretation,0,KAZAKHSTAN,Day,RUSSIAN,To,ENGLISH,100,1,100
Interpretation,Consecutive Interpretation,NULL,KAZAKHSTAN,Half Day,ENGLISH,To,RUSSIAN,500,5,2500
Interpretation,Consecutive Interpretation,0,SAUDI ARABIA,Package ,ARABIC,To,ENGLISH,3939.09,1,3939.09
Interpretation,Consecutive Interpretation,NULL,HUNGARY,Half Day,HUNGARIAN,To,ENGLISH,340,1,340
Interpretation,Consecutive Interpretation,NULL,ALGERIA,Day,ENGLISH,To,SPANISH,550,8,4400
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,SPANISH,To,ENGLISH,165,1,165
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Person,ENGLISH,To,ARABIC,650,24,15600
Interpretation,Consecutive Interpretation,1,NULL,Hour,ENGLISH,To,PORTUGUESE,104.75,2,209.5
Interpretation,Consecutive Interpretation,NULL,DOMINICAN REPUBLIC,Day,ENGLISH,To,SPANISH,830,5,4150
Interpretation,Consecutive Interpretation,NULL,AUSTRIA,8-Hr Day,ENGLISH,To,UKRAINIAN,400,4,1600
Interpretation,Consecutive Interpretation,1,NULL,Hour,ENGLISH,To,PORTUGUESE,104.75,2,209.5
Interpretation,Consecutive Interpretation,0,KAZAKHSTAN,Day,RUSSIAN,To,ENGLISH,100,1,100
Interpretation,Consecutive Interpretation,NULL,NULL,Hour,ENGLISH,To,SPANISH,189,2,378
Interpretation,Consecutive Interpretation,NULL,PORTUGAL,Day,ENGLISH,To,PORTUGUESE,1210,1,1210
Interpretation,Consecutive Interpretation,0,JORDAN,Day,ARABIC,To,ENGLISH,2999.49,1,2999.49
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Hour,ENGLISH,To,RUSSIAN,550,1,550
Interpretation,Consecutive Interpretation,NULL,ROMANIA,Hour,ENGLISH,To,ROMANIAN,113,2,226
Interpretation,Consecutive Interpretation,0,KAZAKHSTAN,Day,RUSSIAN,To,ENGLISH,100,1,100
Interpretation,Consecutive Interpretation,NULL,AUSTRIA,4-hr Half Day,ENGLISH,To,UKRAINIAN,200,1,200
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,NULL,ENGLISH,To,ARABIC,600,5,3000
Interpretation,Consecutive Interpretation,NULL,ROMANIA,Person,ENGLISH,To,ROMANIAN,680,2,1360
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,SPANISH,To,ENGLISH,165,1,165
Interpretation,Consecutive Interpretation,0,UNITED ARAB EMIRATES,Package ,ARABIC,To,ENGLISH,1131.96,1,1131.96
Interpretation,Consecutive Interpretation,NULL,UZBEKISTAN,Day,ENGLISH,To,RUSSIAN,989,6,5934
Interpretation,Consecutive Interpretation,NULL,EGYPT,NULL,ENGLISH,To,ARABIC,300,-10,-3000
Interpretation,Consecutive Interpretation,0,KAZAKHSTAN,Day,RUSSIAN,To,ENGLISH,500,5,2500
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,NULL,ENGLISH,To,SPANISH,110,1,110
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Package ,ENGLISH,To,RUSSIAN,5614.89,1,5614.89
Interpretation,Consecutive Interpretation,NULL,PORTUGAL,Day,ENGLISH,To,PORTUGUESE,1210,1,1210
Interpretation,Consecutive Interpretation,1,UZBEKISTAN,8-Hr Day,ENGLISH,To,RUSSIAN,500,5,2500
Interpretation,Consecutive Interpretation,NULL,KAZAKHSTAN,Package ,ENGLISH,To,RUSSIAN,15023.87,1,15023.87
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Day,ENGLISH,To,SPANISH,1030,2,2060
Interpretation,Consecutive Interpretation,NULL,NULL,Day,ENGLISH,To,PORTUGUESE,500,6,3000
Interpretation,Consecutive Interpretation,NULL,ROMANIA,Person,ENGLISH,To,ROMANIAN,680,2,1360
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Package ,ENGLISH,To,RUSSIAN,3500,1,3500
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,SPANISH,To,ENGLISH,165,1,165
Interpretation,Consecutive Interpretation,NULL,KYRGYZSTAN,Day,ENGLISH,To,RUSSIAN,400,3,1200
Interpretation,Consecutive Interpretation,0,KAZAKHSTAN,Day,RUSSIAN,To,ENGLISH,600,5,3000
Interpretation,Consecutive Interpretation,NULL,UZBEKISTAN,8-Hr Day,UZBEK,To,ENGLISH,500,15,7500
Interpretation,Consecutive Interpretation,NULL,KYRGYZSTAN,Day,RUSSIAN,To,ENGLISH,400,2,800
Interpretation,Consecutive Interpretation,0,LATVIA,8-Hr Day,ENGLISH,To,LATVIAN,890,5,4450
Interpretation,Consecutive Interpretation,NULL,KAZAKHSTAN,Day,ENGLISH,To,RUSSIAN,665,9,5985
Interpretation,Consecutive Interpretation,0,DOMINICAN REPUBLIC,Flat Rate,SPANISH,To,ENGLISH,165,1,165
Interpretation,Consecutive Interpretation,NULL,UNITED STATES,Hour,ENGLISH,To,SPANISH,183,2,366
Interpretation,Consecutive Interpretation,1,UZBEKISTAN,4-hr Half Day,ENGLISH,To,RUSSIAN,250,1,250
Interpretation,Interpreter Travel Package,0,SAUDI ARABIA,Package ,ARABIC,To,ENGLISH,3163.21,1,3163.21
Interpretation,Interpreter Travel Package,NULL,HONDURAS,Day,ENGLISH,To,SPANISH,805,2,1610
Interpretation,Interpreter Travel Package,NULL,MALAYSIA,Day,ENGLISH,To,MALAY,89,12,1068
Interpretation,Interpreter Travel Package,0,UNITED STATES,NULL,UKRAINIAN,To,ENGLISH,2408,1,2408
