code,name,city,country_id,location
SPU,Split Airport,Trogir,HR,POINT (16.300224163865497 43.5397753)
SQD,Shangrao Sanqingshan Airport,Xuri,CN,POINT (117.96398931725957 28.37956695)
SQJ,Sanming Shaxian Airport,Langkou,CN,POINT (117.83500979652453 26.4254583)
STN,Stansted Airport,Takeley,GB,POINT (0.244192901573303 51.88696515)
SPD,Saidpur Airport,Saidpur,BD,POINT (88.90942375402783 25.757940650000002)
SPX,Houston Gulf Airport,West University Place,US,POINT (-95.433334 29.766666)
FCA,Glacier Park International Airport,Evergreen,US,POINT (-114.25569373421675 48.3108042)
FCO,Leonardo da Vinci-Fiumicino Airport,Fiumicino-Isola Sacra,IT,POINT (12.226901204880779 41.8144309)
FDE,Bringeland Airport,Sande,NO,POINT (5.760503549358087 61.39153845)
FDF,Martinique Aime Cesaire International Airport,Le Lamentin,MQ,POINT (-61.00559445393026 14.5906832)
FDH,Friedrichshafen Airport,Friedrichshafen,DE,POINT (9.5243796 47.6730679)
GES,General Santos International Airport,Buayan,PH,POINT (125.23424 6.108066)
SQG,Sorong Airport,Simanggang,ID,POINT (111.583336 0.083333)
YWB,Kangiqsujuaq Airport,,CA,POINT (-71.92727553346413 61.5877768)
FEG,Fergana Airport,Fergana,UZ,POINT (71.7510007489508 40.3583628)
SQQ,Siauliai International Airport,Siauliai,LT,POINT (23.316668 55.933334)
FEN,Fernando De Noronha Airport,Fernando de Noronha (Distrito Estadual),BR,POINT (-32.4227495764598 -3.8546858)
SRG,Achmad Yani International Airport,Semarang,ID,POINT (110.37855 -6.979155)
SRP,Stord Airport,Sagvag,NO,POINT (5.416667 59.833332)
SRY,Dashte Naz Airport,Surak,IR,POINT (53.197277 36.635727)
SRI,Temindung Airport,Samarinda,ID,POINT (117.1567381154631 -0.48319035)
FGI,Fagali I Airport,Apia,WS,POINT (-171.73900401758772 -13.8495609)
SSG,Malabo Airport,Malabo,GQ,POINT (8.716096 3.757791)
SQV,Sequim Valley Airport,Sequim,US,POINT (-123.187123 48.0981478)
YMN,Makkovik Airport,,CA,POINT (-59.166668 55.166668)
SRQ,Sarasota Bradenton International Airport,Whitfield,US,POINT (-82.55407423064528 27.395988350000003)
SSA,Deputado Luis Eduardo Magalhaes International Airport,Lauro de Freitas,BR,POINT (-38.33497451468749 -12.91102045)
SSH,Sharm El Sheikh Airport,Sharm el-Sheikh,EG,POINT (34.3879836 27.9807161)
SSJ,Stokka Airport,Solfjellsjoen,NO,POINT (12.471089782822334 65.95806195)
STM,Santarem-Maestro Wilson Fonseca Airport,Santarem,BR,POINT (-54.80445559036728 -2.42713895)
FKI,Bangoka International Airport,Kisangani,CD,POINT (25.2 0.516667)
FKQ,Fak Fak Airport,Fakfak,ID,POINT (132.3 -2.916667)
FKS,Fukushima Airport,Sukagawa,JP,POINT (140.4306 37.2272)
FLA,Capitolio Airport,Florencia,CO,POINT (-75.55889 1.588889)
FLG,Flagstaff Pulliam Airport,Kachina Village,US,POINT (-111.67020441781051 35.140398250000004)
FLN,Hercilio Luz International Airport,Carianos,BR,POINT (-48.54468648648172 -27.670113450000002)
FLO,Florence Airport,Florence,US,POINT (-79.72444 34.18889)
FLR,Firenze-Peretola Airport,Sesto Fiorentino,IT,POINT (11.199120619746795 43.80928725)
GET,Geraldton Airport,Geraldton,AU,POINT (114.70368764816294 -28.79957515)
GEV,Gallivare Airport,Gaellivare,SE,POINT (20.81734626236164 67.13180875)
STR,Stuttgart Airport,Leinfelden-Echterdingen,DE,POINT (9.193624 48.69073)
STW,Stavropol Airport,Moskovskoye,RU,POINT (42.00833 45.333332)
SVJ,Helle Airport,Svolvaer,NO,POINT (14.667774 68.24498)
FLS,Flinders Island Airport,Bridport,AU,POINT (148.00199212585613 -40.089789749999994)
FLZ,Ferdinand Lumban Tobing Airport,Batangtoru,ID,POINT (98.88774911868903 1.5584287)
FMA,El Pucu Airport,Formosa,AR,POINT (-58.22846252379796 -26.213222950000002)
SVX,Koltsovo International Airport,Istok,RU,POINT (60.804314 56.750336)
FMI,Kalemie Airport,Kalemie,CD,POINT (29.245703687724784 -5.8767486)
FMM,Memmingen Allgau Airport,Memmingerberg,DE,POINT (10.235409335315072 47.9892386)
FMO,Munster Osnabruck International Airport,Ladbergen,DE,POINT (7.682959395054385 52.13422065)
FNI,Garons Airport,Garons,FR,POINT (4.416667 43.75)
FNJ,Pyongyang Sunan International Airport,Sunan,KP,POINT (125.67704274664212 39.2295753)
GFF,Griffith Airport,Griffith,AU,POINT (146.06375907653336 -34.252893349999994)
GFK,Grand Forks International Airport,Grand Forks,US,POINT (-97.17587 47.9488)
GFN,Grafton Airport,South Grafton,AU,POINT (153.03149432219152 -29.752186100000003)
SUN,Friedman Memorial Airport,Hailey,US,POINT (-114.29715419952583 43.50392605)
SUV,Nausori Airport,Suva,FJ,POINT (178.5604976825565 -18.04373695)
SUW,Richard I Bong Airport,Superior,US,POINT (-92.09586667538971 46.68933065)
SUX,Sioux Gateway Airport,Sergeant Bluff,US,POINT (-96.3836488 42.4036084)
SVA,Savoonga Airport,Lavrentiya,US,POINT (-170.4909222727266 63.686885700000005)
SVG,Stavanger Airport Sola,Sola,NO,POINT (5.622712653837669 58.88099305)
FNT,Bishop International Airport,Flint,US,POINT (-83.74563177999201 42.9607553)
SVL,Savonlinna Airport,Savonlinna,FI,POINT (28.9356922 61.9453398)
SVO,Sheremetyevo International Airport,Khimki,RU,POINT (37.4238008194297 55.97608755)
FOD,Fort Dodge Airport,Fort Dodge,US,POINT (-94.18972 42.5525)
SXF,Schonefeld Airport,Schonefeld,DE,POINT (13.489561415210032 52.3663978)
SXK,Saumlaki Olilit Airport,Tual,ID,POINT (131.31667 -7.966667)
SXR,Srinagar International Airport,Soyibug,IN,POINT (74.762634 34.002308)
FON,Fortuna Airport,Quesada,CR,POINT (-84.48333 10.4)
FOR,Pinto Martins Airport,Fortaleza,BR,POINT (-38.540836 -3.779073)
FPO,Grand Bahama International Airport,Freeport,BS,POINT (-78.6955864137168 26.556512750000003)
SOY,Stronsay Airport,,GB,POINT (-2.641866109987369 59.154877)
ELF,El Fasher Airport,El Fasher,SD,POINT (25.32711263900582 13.6133482)
FRS,Santa Elena Airport,Flores,GT,POINT (-89.88333 16.916668)
FRU,Manas International Airport,Bishkek,KG,POINT (74.46359489585606 43.0581795)
FRW,Francistown Airport,Francistown,BW,POINT (27.471582024432315 -21.15918875)
FSC,Sud Corse Airport,Bonifacio,FR,POINT (9.098223 41.498634)
YAZ,Tofino Airport,,CA,POINT (-125.77932069107595 49.08161545)
YBL,Campbell River Airport,,CA,POINT (-125.27572028227023 49.9540995)
UVE,Ouvea Airport,Fayaoue,NC,POINT (166.57158652129007 -20.639107199999998)
UVF,Hewanorra Airport,Vieux Fort,LC,POINT (-60.95388420129784 13.7342774)
VAM,Villa International Airport Maamigili,Mahibadhoo,MV,POINT (72.83512809829097 3.4717292)
VAS,Sivas Airport,Sivas,TR,POINT (36.89970901198242 39.8128659)
VAV,Lupepau'u Airport,Neiafu,TO,POINT (-173.9637047315632 -18.58558155)
VBC,Mandalay Chanmyathazi Airport,Mandalay,MM,POINT (96.08892957340962 21.9368685)
VBP,Bokpyin Airport,Tha Sae,MM,POINT (98.7363448190028 11.14878895)
VBS,Montichiari Airport,Vighizzolo,IT,POINT (10.328465676993805 45.4279922)
VBY,Visby Airport,Visby,SE,POINT (18.34705855149554 57.66543765)
EGN,Geneina Airport,Geneina,SD,POINT (22.469444 13.4875)
FSZ,Shizuoka Airport,Shimada,JP,POINT (138.18413707216476 34.796503799999996)
FTU,Marillac Airport,Fort Dauphin,MG,POINT (46.95019958578181 -25.04204875)
FUE,Fuerteventura Airport,Puerto del Rosario,ES,POINT (-13.866147581598085 28.447124199999998)
FUG,Fuyang Airport,Fuyang,CN,POINT (115.73542956188618 32.87931785)
FUJ,Fukue Airport,Fukuecho,JP,POINT (128.8329748928134 32.666393850000006)
FUK,Fukuoka Airport,Fukuoka-shi,JP,POINT (130.44739386660302 33.586802)
VCP,Viracopos Airport,Indaiatuba,BR,POINT (-47.1418432690333 -23.00605625)
VDH,Dong Hoi Airport,Kwang Binh,VN,POINT (106.5933951536215 17.512602800000003)
VDS,Vadso Airport,Vadso,NO,POINT (29.846431239541218 70.0649621)
FUN,Funafuti Atol International Airport,Fakaifou Village,TV,POINT (179.20833 -8.516667)
FUO,Fuoshan Airport,Guangzhou,CN,POINT (113.28333 23.133333)
FWA,Fort Wayne International Airport,Ossian,US,POINT (-85.18791163159256 40.9798288)
VGA,Vijayawada Airport,Gannavaram,IN,POINT (80.79127464592091 16.52364325)
VGD,Vologda Airport,Vologda,RU,POINT (39.939323172224164 59.28111415)
VGO,Vigo Airport,Redondela,ES,POINT (-8.626166079129476 42.232922450000004)
VIJ,Virgin Gorda Airport,Tortola,VG,POINT (-64.4279001888192 18.4466072)
VIL,Dakhla Airport,Dakhla,MA,POINT (-15.927466161127052 23.724744049999998)
VLL,Valladolid Airport,Villanubla,ES,POINT (-4.854374275220002 41.706834349999994)
VLN,Arturo Michelena International Airport,Los Guayos,VE,POINT (-67.92881547478783 10.151676850000001)
VLY,Anglesey Airport,Valley,GB,POINT (-4.536680520802992 53.248175)
FYN,Fuyun Koktokay Airport,Kalatongke,CN,POINT (89.51329957121251 46.8037006)
GAJ,Junmachi Airport,Higashine,JP,POINT (140.36583 38.410645)
GAM,Gambell Airport,,US,POINT (-171.73268001027537 63.7663034)
GAN,Gan/Seenu Airport,Hithadhoo,MV,POINT (73.15654 -0.690003)
GAY,Gaya Airport,Bodh Gaya,IN,POINT (84.94583 24.746668)
GBB,Gabala International Airport,Agdas,AZ,POINT (47.4245 40.4936)
GBE,Sir Seretse Khama International Airport,Mmopone,BW,POINT (25.924967923222077 -24.5533921)
VNY,Van Nuys Airport,Northridge,US,POINT (-118.49014837369748 34.20713175)
VOG,Volgograd International Airport,Gumrak,RU,POINT (44.347290075526445 48.78335465)
VOZ,Voronezh Airport,Podgornoye,RU,POINT (39.221421059214435 51.8151081)
VRC,Virac Airport,Calatagan,PH,POINT (124.20444774204489 13.57660885)
VTE,Wattay International Airport,Si Chiang Mai,LA,POINT (102.56389705740517 17.9866469)
VUP,Valledupar Airport,Valledupar,CO,POINT (-73.24902965045095 10.4354221)
VVI,Viru Viru International Airport,La Belgica,BO,POINT (-63.13846624460784 -17.6594809)
VXC,Lichinga Airport,Lichinga,MZ,POINT (35.258074917828395 -13.274676)
VXE,Cesaria Evora International Airport,Mindelo,CV,POINT (-25.055170870134756 16.8345053)
VXO,Vaxjo Airport,Vaexjoe,SE,POINT (14.72916420418904 56.928141749999995)
WHA,Wuhu Xuanzhou Airport,Xinfeng,CN,POINT (118.66472096651194 31.10427305)
WHK,Whakatane Airport,Whakatane,NZ,POINT (176.9146790652377 -37.92149575)
GBR,Walter J. Koladza Airport,Great Barrington,US,POINT (-73.40333226677501 42.18405305)
WMT,Zunyi Maotai Airport,Daba,CN,POINT (106.43593156796578 27.956382650000002)
GCM,Owen Roberts International Airport,George Town,KY,POINT (-81.35854363791051 19.292621150000002)
WNI,Matahora Airport,Katabu,ID,POINT (123.63676547709963 -5.2908854000000005)
GDE,Gode/Iddidole Airport,Yeed,ET,POINT (43.628334 5.902222)
GDL,Don Miguel Hidal Y Costilla International Airport,El Quince,MX,POINT (-103.29921 20.525198)
GDN,Gdansk Lech Walesa Airport,Banino,PL,POINT (18.468655 54.380978)
GGM,Kakamega Airport,Kakamega,KE,POINT (34.787255666880995 0.27144975)
WBM,Wapenamanda Airport,,PG,POINT (143.8922603983255 -5.635423599999999)
WUA,Wuhai Airport,Wuhai,CN,POINT (106.80162442724838 39.79309335)
WUI,Murrin Murrin Airport,Kalgoorlie,AU,POINT (121.89100406989175 -28.7040187)
WUT,Xinzhou Wutaishan Airport,Jinchang,CN,POINT (112.97622810790583 38.599099800000005)
WUX,Sunan Shuofang International Airport,Shuofang,CN,POINT (120.43007861805665 31.4984408)
GDQ,Gondar Airport,Gondar,ET,POINT (37.431602248601635 12.51886)
GDV,Dawson Community Airport,West Glendive,US,POINT (-104.80864332732662 47.13812935)
WWK,Boram Airport,Wewak,PG,POINT (143.66909229313853 -3.5802372)
CTS,New Chitose Airport,Chitose,JP,POINT (141.68295976251358 42.786787000000004)
CUC,Camilo Daza International Airport,Cucuta,CO,POINT (-72.51151602924828 7.92892685)
CUF,Levaldigi Airport,Centallo,IT,POINT (7.623336248505572 44.54739375)
WXN,Wanxian Airport,Wuqiao,CN,POINT (108.43117732034935 30.801388600000003)
GDX,Magadan Airport,Sokol,RU,POINT (150.72149352389195 59.9147712)
WYA,Whyalla Airport,Whyalla,AU,POINT (137.50974861152625 -33.057068650000005)
WNN,Wunnummin Lake Airport,,CA,POINT (-89.166664 52.916668)
GDZ,Gelendzik Airport,Gelendzhik,RU,POINT (38.01254026690559 44.5817785)
GEA,Noumea Magenta Airport,Noumea,NC,POINT (166.47299068887037 -22.25761285)
GEG,Spokane International Airport,Airway Heights,US,POINT (-117.54236665513882 47.620044050000004)
GGT,Exuma International Airport,George Town,BS,POINT (-75.87650228984003 23.5624053)
GGW,Glasgow International Airport,Glasgow,US,POINT (-106.615555 48.212776)
YBG,Saguenay-Bagotville Airport,,CA,POINT (-70.99492946501087 48.331432500000005)
VDA,Ovda Airport,Eilat,IL,POINT (34.9339 29.952015)
VDE,Hierro Airport,Valverde,ES,POINT (-17.884937 27.813969)
VAI,Vanimo Airport,Vanimo,PG,POINT (141.30212067449594 -2.69197705)
VDC,Vitoria Da Conquista Airport,Vitoria da Conquista,BR,POINT (-40.862788613186495 -14.86450825)
VHM,Vilhelmina Airport,Vilhelmina,SE,POINT (16.65 64.61667)
VII,Vinh Airport,Hung Nguyen,VN,POINT (105.63333 18.7)
VIN,Havryshivka Vinnytsia International Airport,Vinnytsya,UA,POINT (28.483334 49.233334)
VIT,Vitoria Airport,Salvatierra,ES,POINT (-2.5 42.833332)
VIE,Vienna International Airport,Fischamend Dorf,AT,POINT (16.5848987032657 48.10499675)
VKO,Vnukovo Airport,Vnukovo,RU,POINT (37.27357516712458 55.5995278)
VKT,Vorkuta Airport,Vorkuta,RU,POINT (64.00333895184659 67.48792929999999)
VNX,Vilanculos Airport,Maxixe,MZ,POINT (35.312615522016074 -22.01664005)
GEN,Oslo Gardermoen Airport,Gardermoen,NO,POINT (11.09967535417638 60.19786535)
YCB,Cambridge Bay Airport,,CA,POINT (-105.13765258864144 69.1080144)
VST,Vasteras/Hasslo Airport,Vasteras,SE,POINT (16.630556 59.58917)
VTZ,Vishakhapatnam Airport,Gajuwaka,IN,POINT (83.22675 17.728151)
VVC,La Vanguardia Airport,Villavicencio,CO,POINT (-73.566666 4.078889)
VVZ,Illizi Airport,Illizi,DZ,POINT (8.55 26.533333)
VRN,Verona Villafranca Airport,Dossobuono,IT,POINT (10.885895928972548 45.39717245)
VUS,Velikij Ustyug Airport,Velikiy Ustyug,RU,POINT (46.266067439927596 60.7934202)
VVO,Vladivostok International Airport,Artem,RU,POINT (132.14617665194015 43.3925287)
WCD,Carosue Dam Airport,Stoneville,AU,POINT (122.3221 -30.1737)
LAE,Nadzab Airport,,PG,POINT (146.72620196586914 -6.5684807)
WGP,Waingapu Airport,Mangga Dua,ID,POINT (120.3 -9.666667)
WEH,Weihai International Airport,Dashuipo,CN,POINT (122.22940860931081 37.1864922)
WEI,Weipa Airport,Weipa,AU,POINT (141.9247355 -12.6784998)
WGA,Wagga Wagga Airport,Forest Hill,AU,POINT (147.46300325635022 -35.16567315)
LDZ,Londolozi Airport,,ZA,POINT (31.5051123 -24.8092116)
ARK,Arusha Airport,Arusha,TZ,POINT (36.683334 -3.366667)
KIY,Kilwa Masoko Airport,,TZ,POINT (39.5111048 -8.9120263)
WIL,Wilson Airport,Nairobi,KE,POINT (36.813248 -1.318018)
WIN,Winton Airport,Hughenden,AU,POINT (143.06667 -22.35)
ZQN,Queenstown Airport,Queenstown,NZ,POINT (168.74343994415125 -45.019299950000004)
BKZ,Bukoba Airport,Bukoba,TZ,POINT (31.820484188574866 -1.33063155)
ZQZ,Zhangjiakou Ningyuan Airport,Zhangjiakou,CN,POINT (114.93866671510466 40.73820405)
DAR,Julius Nyerere International Airport,Dar es Salaam,TZ,POINT (39.20752396159325 -6.8741937)
WLG,Wellington International Airport,Wellington,NZ,POINT (174.8077029634527 -41.32691975)
WLP,West Angelas Airport,Tom Price,AU,POINT (118.7072 -23.1356)
WLS,Wallis Island Airport,Mata-Utu,WF,POINT (-176.16667 -13.233333)
DOD,Dodoma Airport,Dodoma,TZ,POINT (35.754430618763045 -6.1700681500000005)
BYR,Laeso Airport,Byrum,DK,POINT (10.996545925940573 57.27657225)
DHR,De Kooy/Den Helder Airport,Den Helder,NL,POINT (4.75 52.95)
YCD,Nanaimo Airport,,CA,POINT (-123.87077170725448 49.05294715)
WMI,Warsaw-Modlin Airport,Zakroczym,PL,POINT (20.648988117621318 52.450885650000004)
WMO,White Mountain Airport,Nome,US,POINT (-163.4102675 64.6886809)
LCY,London City Airport,,GB,POINT (0.0549024013303768 51.5042655)
WNH,Wenshan Puzhehei Airport,Wenshan City,CN,POINT (104.24256 23.374907)
WMX,Wamena Airport,Wurigelebur,ID,POINT (138.95220458580468 -4.09665775)
WRY,Westray Airport,Kirkwall,GB,POINT (-2.9490450908151673 59.350831400000004)
WSK,Chongqing Wushan Airport,Quchi,CN,POINT (109.71336937776792 31.07157155)
GSO,Piedmont Triad International Airport,Oak Ridge,US,POINT (-79.94356850477837 36.1031477)
GSP,Greenville-Spartanburg International Airport,Greer,US,POINT (-82.21722845651891 34.8954456)
WRO,Wroclaw Airport,Smolec,PL,POINT (16.8756697 51.1075552)
GSV,Saratov Gagarin Airport,Shumeyka,RU,POINT (46.166667 51.716667)
XBJ,Birjand Airport,Birjand,IR,POINT (59.26414453526587 32.89977375)
THL,Tachilek Airport,Mae Sai,MM,POINT (99.93498439739474 20.48499535)
THR,Mehrabad International Airport,Tehran,IR,POINT (51.278399738353954 35.6979248)
XIL,Xilinhot Airport,Xilin Hot,CN,POINT (115.95968470359296 43.91391455)
XIY,Xianyang International Airport,Dizhang,CN,POINT (108.7580567206632 34.43866385)
EBB,Entebbe International Airport,Entebbe,UG,POINT (32.4429895 0.044802)
GIB,North Front Airport,Gibraltar,GI,POINT (-5.347921386651571 36.15157405)
GIG,Galeao Antonio Carlos Jobim International Airport,Duque de Caxias,BR,POINT (-43.258620204081936 -22.81122025)
GIL,Gilgit Airport,Gilgit,PK,POINT (74.33391939584052 35.91896215)
GIS,Gisborne Airport,Gisborne,NZ,POINT (177.97828688661417 -38.6639081)
GUA,La Aurora International Airport,Santa Catarina Pinula,GT,POINT (-90.52716040808703 14.58331705)
GUC,Gunnison Airport,Gunnison,US,POINT (-106.93982729134346 38.5323609)
BXW,Harun Thohir Airport,Paloh,ID,POINT (112.67693068947918 -5.72494045)
BZM,Bemolanga Airport,,MG,POINT (45.087 -17.696)
GJL,Jijel Ferhat Abbas Airport,Jijel,DZ,POINT (5.875569778538126 36.7943535)
XMN,Xiamen Gaoqi International Airport,Yingcun,CN,POINT (118.13265145897324 24.543830049999997)
XNN,Xining Caojiabao Airport,Gaozhai,CN,POINT (102.03821999842393 36.5297578)
GLA,Glasgow International Airport,Inchinnan,GB,POINT (-4.431782 55.864212)
GLH,Greenville Airport,Metcalfe,US,POINT (-90.985 33.484444)
GWT,Westerland - Sylt Airport,Tinnum,DE,POINT (8.343056 54.91528)
GLL,Klanten Airport,Gol,NO,POINT (8.95 60.7)
GLN,Goulimime Airport,Guelmim,MA,POINT (-10.066667 29.016666)
GLU,Gelephu Airport,Sarpang,BT,POINT (90.46150604689606 26.88757475)
GXH,Gannan Xiahe Airport,Nawu,CN,POINT (102.62235479262483 34.819082699999996)
GMB,Gambela Airport,Gambela,ET,POINT (34.583332 8.283333)
GME,Gomel Airport,Gomel,BY,POINT (31 52.416668)
GMO,Gombe Lawanti International Airport,Akko,NG,POINT (10.89639355471698 10.296975199999999)
GMP,Gimpo International Airport,Bucheon-si,KR,POINT (126.7942402657747 37.55900775)
GMQ,Golog Maqin Airport,Dawu,CN,POINT (100.2996592925447 34.41974775)
GMZ,La Gomera Airport,Alajero,ES,POINT (-17.2143289320269 28.030483750000002)
GNA,Grodno Airport,Hrodna,BY,POINT (23.8 53.666668)
GNB,Grenoble-Isere Airport,Saint-Etienne-de-Saint-Geoirs,FR,POINT (5.332019 45.359833)
GND,Maurice Bishop International Airport,Saint George's,GD,POINT (-61.78567212577312 12.0047984)
HAD,Halmstad Airport,Halmstad,SE,POINT (12.820655511825056 56.69265085000001)
YVP,Kuujjuaq Airport,,CA,POINT (-68.42739348649496 58.0906856)
HCJ,Hechi Jinchengjiang Airport,Nandan Chengguanzhen,CN,POINT (107.71074985180161 24.8048431)
GAE,Gabès Matmata International Airport,Gabes,TN,POINT (9.91434898577769 33.7307163)
GOA,Genoa Cristoforo Colombo Airport,San Teodoro,IT,POINT (8.843503285615387 44.4127072)
GOH,Nuuk Airport,Nuuk,GL,POINT (-51.67788040878934 64.1927724)
GOI,Dabolim Airport,Chicalim,IN,POINT (73.8317012646639 15.380501500000001)
GOJ,Nizhny Novgorod International Airport,Gorbatovka,RU,POINT (43.789764 56.218613)
GOM,Goma Airport,Goma,CD,POINT (29.238111563658414 -1.66486355)
GOP,Gorakhpur Airport,Gorakhpur,IN,POINT (83.4518935 26.7441884)
GOQ,Golmud Airport,Guolemude,CN,POINT (94.78625877168798 36.40046475)
GOU,Garoua Airport,Garoua,CM,POINT (13.377202011034774 9.3372216)
GPA,Araxos Airport,Patra,GR,POINT (21.733334 38.25)
GPS,Baltra Airport,Puerto Ayora,EC,POINT (-90.26511110483055 -0.4548118)
GPT,Gulfport-Biloxi International Airport,West Gulfport,US,POINT (-89.07143302103171 30.40711375)
HHN,Frankfurt - Hahn Airport,Lautzenhausen,DE,POINT (7.261210336785306 49.944633350000004)
GRB,Austin Straubel International Airport,Ashwaubenon,US,POINT (-88.14362007159838 44.47848805)
GRI,Grand Island Airport,Grand Island,US,POINT (-98.30753671710008 40.970514949999995)
GRJ,George Airport,George,ZA,POINT (22.382235 -34.00148)
GRO,Girona-Costa Brava Airport,Vilobi d'Onyar,ES,POINT (2.762426044162633 41.904494650000004)
GRQ,Eelde Airport,Vries,NL,POINT (6.581723234492909 53.1214959)
GRR,Gerald R. Ford International Airport,Forest Hills,US,POINT (-85.53488239724246 42.876614700000005)
GRU,Sao Paulo-Guarulhos International Airport,Guarulhos,BR,POINT (-46.481320528800595 -23.43779495)
GRV,Groznyy Airport,Staraya Sunzha,RU,POINT (45.75 43.333332)
GRW,Graciosa Island Airport,Lagoa,PT,POINT (-28.027958 39.090954)
GRX,Granada Airport,Chauchina,ES,POINT (-3.7773012289734282 37.186798749999994)
GRZ,Graz Airport,Feldkirchen bei Graz,AT,POINT (15.440023285611247 46.98874805)
GSE,Gothenburg City Airport,Majorna,SE,POINT (11.864513 57.77775)
GTF,Great Falls International Airport,Great Falls,US,POINT (-111.37557897482165 47.4800263)
GTO,Tolotio Airport,Isimu,ID,POINT (122.850876 0.639039)
GUM,A.B. Won Pat International Airport,Tamuning-Tumon-Harmon Village,GU,POINT (144.80486 13.492787)
GUW,Atyrau Airport,Atyrau,KZ,POINT (51.8232747235264 47.12124025)
GVA,Geneve Airport,Les Avanchets,CH,POINT (6.108121245519259 46.23781635)
GVR,Governador Valadares Airport,Governador Valadares,BR,POINT (-41.933334 -18.850279)
HOR,Horta Airport,Ribeira Grande,PT,POINT (-28.716209171173396 38.52036765)
HOV,Hovden Airport,Volda,NO,POINT (6.068381079971115 62.17820605)
HOX,Homalin Airport,Yairipok,MM,POINT (94.91514266572523 24.899037149999998)
GYA,Guayaramerin Airport,Guayaramerin,BO,POINT (-65.361664 -10.83)
GYD,Heydar Aliyev International Airport,Yeni Suraxani,AZ,POINT (50.04917439624536 40.4728196)
GYE,Jose Joaquin de Olmedo Airport,Eloy Alfaro,EC,POINT (-79.88032 -2.142654)
GYG,Magan Airport,Magan,RU,POINT (129.5622651182063 62.108316349999996)
GYN,Santa Genoveva Airport,Goiania,BR,POINT (-49.226624 -16.632631)
GYS,Guang Yuan Airport,Guangyuan,CN,POINT (105.69534195351403 32.3907322)
GYU,Guyuan Liupanshan Airport,Shirak,CN,POINT (43.9 40.833332)
GZA,Gaza - Yaser Arafat International Airport,Shukat as Sufi,PS,POINT (34.27611 31.24639)
GZG,Garze Gesar Airport,Ganzi,CN,POINT (99.553507 31.7548325)
HRK,Kharkov Airport,Bezlyudivka,UA,POINT (36.281185 49.92078)
HRL,Valley International Airport,Harlingen,US,POINT (-97.65348464393676 26.231114849999997)
GZO,Gizo Airport,,SB,POINT (156.86506062321428 -8.0999822)
HAA,Hasvik Airport,Breivikbotn,NO,POINT (22.15 70.46667)
HTG,Hatanga Airport,Khatanga,RU,POINT (102.51148804695876 71.97928245)
HTN,Hotan Airport,Nu'erbage,CN,POINT (79.86284691607489 37.032160149999996)
HTS,Tri-State/Milton Airport,Ceredo,US,POINT (-82.55960211897741 38.36796505)
HTT,Huatugou Airport,Gasi,CN,POINT (90.84588923213853 38.1926285)
HAJ,Hannover Airport,Langenhagen,DE,POINT (9.687236575826585 52.46144075)
HAM,Hamburg Airport,Fuhlsbuettel,DE,POINT (9.994550134684175 53.63636215)
HAN,Noi Bai International Airport,Soc Son,VN,POINT (105.8044969796485 21.2190339)
GCT,Grand Canyon Bar 10 Airport,,US,POINT (-113.2311 36.258)
RPU,San Fernando Airport,,PH,POINT (120.3027532763389 16.5907558)
BZX,Bazhong Enyang Airport,Bazhou,CN,POINT (106.64551555782924 31.7383789)
CFM,Conklin (Leismer) Airport,,CA,POINT (-111.26878839918302 55.69372395)
AEQ,Ar Horqin Airport,Tianshan,CN,POINT (120.14934798559226 43.90797955)
AHJ,Hongyuan Airport,Qiongxi,CN,POINT (102.35022953452355 32.536783299999996)
GGH,Gastão Mesquita Airport,Cianorte,BR,POINT (-52.642222 -23.691667)
BKV,Bailing Airport,Bailingmiao,CN,POINT (110.3125 41.656944)
HAS,Hail Airport,Hayil,SA,POINT (41.6856697 27.4397262)
BVJ,Bovanenkovo Airport,Aksarka,RU,POINT (68.34863157383327 70.3115293)
HAU,Haugesund Airport,Vedavagen,NO,POINT (5.2152365479364455 59.34292)
HAV,Jose Marti International Airport,Boyeros,CU,POINT (-82.41424753295806 22.987384849999998)
HBA,Hobart International Airport,Seven Mile Beach,AU,POINT (147.50519 -42.837257)
HBE,Borg El Arab Airport,Alexandria,EG,POINT (29.686504 30.922234)
HWD,Hayward Executive Airport,Hayward,US,POINT (-122.1213368359861 37.65906510000001)
KQR,Karara Airport,,AU,POINT (116.6872798 -29.2152397)
DEQ,Deqing Moganshan Airport,Leidian,CN,POINT (120.107222 30.504167)
GEM,President Obiang Nguema International Airport,Mongomo,GQ,POINT (11.023465279817616 1.68179985)
GGJ,Guaíra Airport,Salto del Guaira,BR,POINT (-54.19114629441818 -24.080879449999998)
GYZ,Gruyere Mine Airport,,AU,POINT (123.8140464 -28.0339912)
HBX,Hubli Airport,Hubli,IN,POINT (75.07761238064964 15.360478350000001)
HDF,Heringsdorf Airport,Seebad Heringsdorf,DE,POINT (14.152571077560175 53.8785322)
HDG,Handan Airport,Handan,CN,POINT (114.42768905006909 36.52498965)
HXD,Delingha Airport,Keluke,CN,POINT (97.26338813123307 37.123800599999996)
NQZ,Nursultan Nazarbayev International Airport,Nur-Sultan,KZ,POINT (71.46419813232808 51.0258535)
OJU,Tanjung Api Airport,,ID,POINT (121.623083 -0.864417)
DFA,Danfeng Airport,Yaoshi,CN,POINT (110.2493 33.7085)
GXA,Beringin Airport,,ID,POINT (114.89368285416867 -0.9418045500000001)
